定刻,出発時間,行先,,ゲート番号,滑走路,滑走路到着時間,遅延
20:55,,仙台,,着陸,I,21:04,9
21:00,21:00,東京,,D6,I,21:12,0
21:00,,台北/桃園,,欠航,,,
21:00,,東京,,着陸,AN,21:07,7
21:00,,沖縄/那覇,,着陸,AN,21:08,8
21:05,21:05,東京,,D5,AN,21:18,0
21:10,21:10,関西,,D1,I,21:23,0
21:10,,徳島,,着陸,AN,21:19,9
21:10,,小松,,着陸,AN,21:20,10
21:15,21:15,東京,,D11,AN,21:26,0
21:15,,大阪,,着陸,I,21:24,9
21:20,21:20,東京,,D2,I,21:33,0
21:20,,新潟,,着陸,AN,21:27,7
21:25,,東京,,着陸,AN,21:28,3
21:25,,成田,,着陸,AN,21:29,4
21:25,,沖縄/那覇,,着陸,AN,21:30,5
21:30,,大阪,,着陸,AN,21:31,1
21:30,,名古屋/中部,,着陸,AN,21:32,2
21:30,,沖縄/那覇,,着陸,AN,21:33,3
21:30,,名古屋/小牧,,着陸,I,21:34,4
21:30,,宮崎,,着陸,AN,21:34,4
21:35,,宮崎,,着陸,I,21:35,0
21:35,,東京,,着陸,AN,21:35,0
21:45,,東京,,着陸,I,21:45,0
21:55,,東京,,着陸,AN,21:55,0
21:55,,東京,,着陸,I,21:55,0
,,,,,,,
平均遅延時間,,119.67809000067113,[s],,,,
平均出発遅延時間,,8.387298189278498,[s],,,,
平均到着遅延時間,,231.52256734346372,[s],,,,
